opeid6,name,VA_earnings,VA_condearnings,VA_emp,VA_gainfulemp
1007,Central Alabama Community College,12671.984,7790.6826,.23583505,.30393529
1013,John C Calhoun State Community College,9253.1387,5624.3091,.16699,.25068641
1015,Enterprise State Community College,9530.0947,6442.8228,.15394251,.23359545
1017,Gadsden State Community College,9557.6875,5485.4453,.18547834,.27540079
1018,George C Wallace Community College-Dothan,9791.3359,6904.6572,.16119263,.25427234
1021,Jefferson Davis Community College,10785.473,5356.6714,.22085838,.28463715
1022,Jefferson State Community College,9386.7178,4476.6909,.18734507,.27885792
1030,Bishop State Community College,8559.5146,4009.3538,.19298705,.26669306
1031,Northeast Alabama Community College,9290.9385,4617.5386,.18616921,.22001261
1034,Alabama Southern Community College,10221.012,5070.7837,.21382064,.27741027
1038,Snead State Community College,10032.246,5466.5005,.19186826,.25164232
1040,Southern Union State Community College,9146.5947,4453.7949,.190972,.25278348
1059,Lawson State Community College-Birmingham Campus,8709.4336,4617.3579,.19555883,.29921743
1060,Coastal Alabama Community College,8841.1523,3480.655,.19444495,.27014053
1071,Arizona Western College,9384.5078,3149.1028,.19355045,.24566992
1072,Cochise County Community College District,8479.8018,4967.1421,.15471913,.24902634
1073,Eastern Arizona College,9509.9189,4444.4985,.1845167,.27308923
1076,Glendale Community College,8775.6025,3882.946,.16718808,.26401138
1077,Mesa Community College,9406.6455,4952.2627,.15939353,.26860499
1078,Phoenix College,8939.2402,3458.3542,.17358276,.26573372
1079,Yavapai College,9619.8643,6811.2339,.14531718,.27401319
1090,Arkansas State University-System Office,12081.32,8012.1123,.1839951,.32152325
1091,Arkansas State University-Beebe,8314.8047,4338.7983,.17516096,.23625201
1104,Phillips Community College of the University of Arkansas,8292.8193,4667.2915,.17254895,.21996
1111,Allan Hancock College,8189.5947,3374.416,.15474433,.23435277
1113,Antelope Valley College,6061.7778,2170.3906,.13566186,.23879841
1118,Bakersfield College,10198.636,3229.4365,.19805476,.26570469
1119,Barstow Community College,5192.2495,8.8778944,.16200131,.18976505
1124,Cabrillo College,8491.4512,2735.6379,.1647823,.25960442
1161,Cerritos College,9689.8838,3511.6704,.17886063,.27482623
1162,Chabot College,9090.5137,4380.5659,.15136987,.25689679
1163,Chaffey College,8510.9961,3153.5872,.16336632,.24908166
1166,Citrus College,7771.9087,2488.6545,.16748263,.2595847
1176,West Hills College-Coalinga,8349.2734,1380.1931,.20611937,.2299048
1178,College of Marin,10273.597,5877.7471,.15141588,.2773717
1181,College of San Mateo,11688.082,7191.9399,.15614042,.28394759
1182,College of the Desert,8441.9385,2644.2424,.17729369,.26247182
1185,College of the Redwoods,8503.0049,4751.8262,.1612297,.27802452
1186,College of the Sequoias,8678.1387,1754.0364,.20406979,.24151629
1187,College of the Siskiyous,10215.297,5353.5273,.19170165,.29714045
1190,Contra Costa College,8595.3643,4437.7451,.14575492,.26371118
1191,Diablo Valley College,10546.986,6304.1606,.14952479,.28101969
1192,Cuesta College,10318.432,6192.8467,.16274543,.30048242
1193,Cypress College,9830.9434,5151.835,.16528283,.29573873
1197,El Camino Community College District,9834.9629,3260.394,.18977711,.27479187
1201,Fullerton College,8140.7192,3184.1143,.15711156,.26673654
1202,Gavilan College,6997.3003,870.16498,.17430815,.2171676
1203,Glendale Community College,9362.8027,3890.0535,.17226052,.25995219
1206,Golden West College,7698.5859,3144.9417,.15377522,.26243597
1208,Grossmont College,7717.8174,3296.4736,.14642626,.25262779
1209,Hartnell College,9350.9131,2148.2795,.18784849,.24579941
1214,Imperial Valley College,9016.3066,3563.0791,.17762716,.2384468
1217,Lassen Community College,10009.769,6885.3066,.1611557,.29100674
1219,Long Beach City College,6679.0693,1490.1403,.15576269,.24490766
1223,Los Angeles City College,5631.4136,1850.2378,.13164389,.23450071
1224,Los Angeles Harbor College,10296.026,4875.9194,.17712931,.27273914
1226,Los Angeles Pierce College,9656.6465,5248.041,.15416396,.28060782
1227,Los Angeles Trade Technical College,8145.4692,2521.1606,.17310391,.25376827
1228,Los Angeles Valley College,9804.8086,4662.4287,.17008528,.2667011
1232,American River College,9000.6572,5150.6064,.1500043,.26120523
1233,Sacramento City College,10059.045,5809.5601,.15809438,.28661257
1237,Merced College,8326.9629,2345.6721,.18237193,.25472835
1239,MiraCosta College,6127.8853,1451.3147,.15020666,.22616334
1240,Modesto Junior College,9837.458,3369.668,.19527763,.24520372
1242,Monterey Peninsula College,7864.6685,2967.3931,.14530459,.24691387
1245,Mt San Antonio College,11620.317,5118.646,.19263664,.28708631
1246,Mt San Jacinto Community College District,5347.1172,1044.9244,.13237208,.21183118
1247,Napa Valley College,11618.487,6203.3242,.16622886,.2578893
1250,Orange Coast College,10007.089,4847.1421,.16414645,.29126042
1259,Palo Verde College,7843.0254,2024.0867,.17873424,.23246299
1260,Palomar College,8615.8076,3784.5479,.15554154,.24747466
1261,Pasadena City College,10135.449,3868.7917,.18276735,.28901124
1266,Laney College,5447.9854,1300.668,.12554196,.20637597
1267,Merritt College,10677.721,6401.7397,.1567966,.27740124
1268,Porterville College,8875.3887,2438.2371,.19078033,.23691407
1269,Rio Hondo College,10802.633,4337.7871,.18650083,.26874366
1270,Riverside City College,7968.4004,2707.3335,.16112329,.25153738
1272,San Bernardino Valley College,6332.5835,1260.2151,.15129621,.22558334
1273,San Diego City College,4135.1763,423.79434,.12953289,.22596884
1275,San Diego Mesa College,8754.0596,4320.8501,.15871362,.27171931
1280,San Joaquin Delta College,8658.7803,3605.2583,.16685554,.27243504
1282,San Jose City College,7128.1235,2191.8779,.15953724,.23023202
1284,Santa Ana College,9555.1699,3559.439,.17062296,.26124054
1287,Santa Rosa Junior College,10045.408,5422.23,.15977141,.2981514
1289,Shasta College,9784.9258,5520.459,.17312044,.28425926
1290,Sierra College,8453.5439,4795.0151,.14823113,.25965247
1292,Solano Community College,8251.1211,4367.0718,.14469771,.26185766
1294,Southwestern College,7851.8555,2180.5344,.16680896,.25120285
1307,Fresno City College,8297.5303,1656.6791,.19629651,.2623038
1308,Reedley College,7911.25,1347.0125,.19909082,.22581357
1309,Taft College,10565.789,4947.1333,.17476679,.26655921
1334,Ventura College,9902.9316,3995.9446,.17499177,.28757605
1335,Victor Valley College,5022.7856,1420.2626,.12667467,.22031268
1338,West Valley College,9359.3242,4191.5625,.1637511,.28200436
1344,Yuba College,6545.4243,2938.6431,.13358833,.21875839
1346,Arapahoe Community College,5819.1147,3082.9092,.11730208,.20764832
1361,Northeastern Junior College,11968.894,7923.167,.18525815,.30785739
1362,Otero Junior College,8646.3154,3542.4966,.20534387,.26126125
1368,Trinidad State Junior College,10077.199,5979.4277,.18817639,.26956916
1392,Manchester Community College,8583.3281,3860.3662,.15825143,.24898511
1398,Northwestern Connecticut Community College,6125.6226,1736.7385,.14952441,.18978365
1399,Norwalk Community College,9806.6592,5010.5923,.15537116,.25611159
1470,Eastern Florida State College,9339.7188,5326.3994,.1689585,.27773294
1471,College of Central Florida,11189.788,6037.1987,.20491688,.30173504
1472,Chipola College,11838.468,6249.5366,.22235353,.28595731
1475,Daytona State College,9165.7188,5832.2876,.1636458,.28583887
1477,Florida SouthWestern State College,11432.32,7078.1543,.17185366,.28137714
1484,Florida State College at Jacksonville,9171.3262,4576.4209,.17229603,.27498275
1490,Gulf Coast State College,10677.803,5751.0586,.20572478,.27267891
1493,Indian River State College,8339.0557,4028.373,.16088325,.26500353
1499,Altierus Career College-Tampa,4118.9854,-8.802351,.14562197,.1762538
1500,Broward College,11010.128,6541.2593,.16386053,.30887455
1501,Florida Gateway College,11643.075,5615.5928,.22193973,.26708075
1502,Lake-Sumter State College,8583.1123,4688.2822,.16124469,.23859458
1504,State College of Florida-Manatee-Sarasota,10143.328,6712.0229,.16439316,.26978305
1506,Miami Dade College,10258.229,5842.3003,.1664861,.29660657
1508,North Florida Community College,10990.619,4943.8154,.2218937,.28143069
1510,Northwest Florida State College,9188.4912,4722.7397,.17672713,.25292096
1513,Pensacola State College,8989.6816,4775.2578,.17723875,.26046136
1514,Polk State College,12733.631,7570.2471,.20607428,.29164487
1519,Santa Fe College,12880.677,7843.6392,.20340964,.34733176
1520,Seminole State College of Florida,8754.1035,4948.8872,.16290756,.26699418
1522,South Florida State College,9345.208,5302.5801,.18247858,.25410894
1523,Saint Johns River State College,9008.6221,4782.5464,.17788635,.25741708
1528,St Petersburg College,9280.3086,5977.8794,.15300192,.26980329
1533,Tallahassee Community College,13106.278,6634.6904,.24870513,.35345632
1534,Everest University-Tampa,3623.1626,-464.95062,.14487529,.19514135
1543,Darton State College,13448.688,7561.1167,.232143,.33930314
1571,Georgia Military College,11953.643,6734.019,.20723394,.29185
1592,South Georgia State College,14992.895,8874.8467,.25098073,.34990454
1619,College of Southern Idaho,8952.749,6578.0449,.13693102,.2387577
1623,North Idaho College,8545.1494,5293.2803,.14879711,.26538506
1636,Southwestern Illinois College,7455.7305,3728.7944,.14816338,.22013848
1638,Black Hawk College,9115.2598,4958.9424,.1716872,.24965952
1640,Prairie State College,8747.4307,3061.0344,.18334542,.24551451
1643,Spoon River College,8532.334,5018.29,.16227803,.24994229
1648,City Colleges of Chicago-Harry S Truman College,8179.7661,4133.332,.15475538,.24349535
1649,City Colleges of Chicago-Richard J Daley College,8394.166,2175.3281,.19000675,.24103254
1650,City Colleges of Chicago-Malcolm X College,9599.1123,3091.7471,.20837086,.23949893
1652,City Colleges of Chicago-Harold Washington College,6919.9224,1424.0228,.17242242,.22723782
1654,City Colleges of Chicago-Kennedy-King College,8781.7217,3142.8,.18555091,.23503545
1655,City Colleges of Chicago-Wilbur Wright College,10507.249,5287.8853,.18978283,.30429906
1669,Danville Area Community College,7501.3037,3495.2866,.16430108,.21411733
1675,Elgin Community College,7598.4106,2791.593,.157213,.24663083
1681,Highland Community College,7849.2036,4600.5103,.14379397,.22078706
1699,Joliet Junior College,7659.4653,2233.6919,.16839662,.22032228
1701,Kaskaskia College,10357.712,6022.1519,.17935404,.24238631
1705,Illinois Valley Community College,9024.6602,5531.5039,.15072058,.24399164
1716,MacCormac College,6759.5176,1411.8889,.16396369,.2044307
1728,Morton College,10381.772,4493.5244,.17828237,.2533839
1742,Olney Central College,9805.6006,5196.9751,.19098851,.24782327
1747,Rock Valley College,9805.9746,6241.8037,.15756692,.24881488
1752,Sauk Valley Community College,9167.209,5690.1274,.1564687,.23064949
1757,Southeastern Illinois College,10266.415,5591.8667,.1899889,.26294681
1769,South Suburban College,8931.875,3526.8062,.17908423,.25438705
1773,Triton College,10928.68,4801.6035,.18564492,.27362075
1779,Wabash Valley College,10464.507,6280.5737,.16936591,.26618701
1783,Worsham College of Mortuary Science,3743.5737,-1107.2932,.13480619,.10611334
1784,Ancilla College,6190.9072,1446.9437,.16539761,.21061781
1843,Vincennes University,10174.354,5843.9526,.18041822,.30847779
1857,Southwestern Community College,9549.666,6747.5776,.16139707,.28840122
1865,Iowa Central Community College,9523.9922,5986.5596,.16139695,.28337508
1875,Marshalltown Community College,8260.873,4750.9478,.15830214,.23940645
1877,North Iowa Area Community College,9037.2891,6218.4204,.14408955,.27621651
1901,Allen County Community College,11015.063,6851.978,.18069457,.29809558
1902,Cowley County Community College,11177.584,7412.624,.17464097,.29029673
1906,Butler Community College,8386.9404,4952.6367,.14697701,.25527066
1909,Cloud County Community College,9833.0527,6639.6377,.15405118,.29638842
1921,Highland Community College,11809.217,7554.3755,.1920615,.3249988
1923,Hutchinson Community College,9713.3125,6546.1436,.1440513,.28300446
1925,Kansas City Kansas Community College,7946.7051,3695.2732,.15466374,.2430305
1938,Pratt Community College,11001.869,7334.9136,.17901945,.30834422
1949,Washburn University,11517.454,7473.813,.14533548,.28214511
1979,West Kentucky Community and Technical College,9965.9688,6617.3374,.16826065,.23997611
1990,Ashland Community and Technical College,10071.876,5384.4756,.1961291,.24666551
1991,Elizabethtown Community and Technical College,7485.7925,4014.1196,.15307242,.20001143
1993,Henderson Community College,10213.345,6031.147,.17811255,.25566816
1996,Big Sandy Community and Technical College,7308.4478,2572.908,.17451039,.24490139
1997,Somerset Community College,9830.707,6306.522,.18039154,.25670516
1998,Southeast Kentucky Community and Technical College,9115.1816,6018.4146,.17719543,.24845855
2012,Louisiana State University-Eunice,9598.2422,4810.0869,.17614542,.26336265
2058,Anne Arundel Community College,9050.8701,4908.7837,.14095305,.22882754
2061,Baltimore City Community College,7893.8618,3356.3491,.15015939,.24867432
2063,Community College of Baltimore County,8384.5713,3930.9744,.14547275,.23553643
2064,College of Southern Maryland,8596.8877,3895.3384,.14564753,.22548473
2071,Frederick Community College,11945.738,7769.2871,.16374581,.27902269
2075,Harford Community College,9332.0713,5170.2305,.14716959,.24053255
2089,Prince George's Community College,10451.524,5071.5728,.15204124,.25899324
2151,Benjamin Franklin Institute of Technology,8604.2637,3583.6973,.17936175,.27804494
2167,Berkshire Community College,8667.0332,6122.8926,.13202587,.2286308
2168,Cape Cod Community College,7754.9678,4178.1636,.14407901,.24168597
2169,Greenfield Community College,7082.1528,4618.6074,.13083789,.2228426
2170,Holyoke Community College,8010.4561,3959.7798,.15778866,.25587624
2171,Massachusetts Bay Community College,12047.764,7652.1206,.16521515,.28705001
2172,Mount Wachusett Community College,6016.5537,2179.592,.13824052,.22099523
2173,North Shore Community College,7512.4102,4237.0498,.13161668,.23248841
2174,Northern Essex Community College,8320.6855,3535.301,.15833035,.22980402
2175,Quinsigamond Community College,9446.7207,5404.7681,.16116622,.26927012
2176,Bristol Community College,7527.2603,4335.8086,.13729958,.22657402
2177,Massasoit Community College,8327.0977,4442.6162,.14759819,.25068173
2205,Quincy College,12564.187,8619.5645,.1592657,.27242258
2237,Alpena Community College,12466.056,8480.0225,.19727308,.30727482
2240,Bay de Noc Community College,11082.005,7336.188,.17348032,.27429602
2251,Delta College,11805.653,7970.6685,.18707998,.30098796
2261,Mott Community College,8592.3271,5740.6445,.15429519,.24246134
2263,Glen Oaks Community College,8967.5811,5461.5415,.16590674,.23627061
2267,Grand Rapids Community College,9785.1553,5839.9492,.17033222,.2728644
2270,Henry Ford College,9871.4385,6062.6338,.16307391,.27879065
2274,Jackson College,9471.002,5998.5806,.16190924,.27037397
2276,Kellogg Community College,10397.159,6780.7129,.17271003,.25385338
2277,Lake Michigan College,7888.7524,3739.5537,.16341487,.21994166
2278,Lansing Community College,10260.421,7104.0293,.1551711,.28674003
2294,Monroe County Community College,8870.1426,6001.3545,.13556509,.22155158
2295,Montcalm Community College,8578.0195,5519.5801,.15857884,.21376629
2297,Muskegon Community College,9364.4238,5663.3315,.1707359,.25492588
2299,North Central Michigan College,10865.554,8261.6211,.15719058,.27200887
2302,Northwestern Michigan College,10741.921,7975.3579,.15639222,.28400826
2303,Oakland Community College,10513.087,6205.8481,.17566188,.27519977
2310,St Clair County Community College,9793.4688,5663.9473,.17350183,.26363522
2315,Schoolcraft College,10698.283,6509.3926,.17343153,.27667409
2317,Southwestern Michigan College,8907.2705,4928.4678,.16520616,.23251137
2328,Washtenaw Community College,8853.5215,5897.2207,.14512227,.26082328
2332,Anoka-Ramsey Community College,9914.0059,6974.3179,.13975696,.26369199
2335,Riverland Community College,9179.3125,6560.3594,.13321756,.25224996
2339,Central Lakes College-Brainerd,11756.021,7834.6172,.17341541,.31236911
2355,Hibbing Community College,11822.36,8896.2246,.1653935,.31837475
2356,Itasca Community College,11547.178,7275.9541,.18926449,.29106158
2362,Minneapolis Community and Technical College,9131.2002,6414.814,.1400871,.2522206
2370,North Hennepin Community College,11307.006,8391.8174,.14017338,.27699968
2373,Rochester Community and Technical College,10255.527,7498.0898,.13546376,.27423021
2401,Coahoma Community College,7749.396,3302.4451,.21179447,.2546826
2402,Copiah-Lincoln Community College,9804.335,5230.9087,.18370642,.27043238
2404,East Central Community College,10117.069,5513.1792,.18943405,.28688288
2405,East Mississippi Community College,8660.5977,4351.2134,.18315066,.28720674
2407,Hinds Community College,8345.041,3371.9795,.18235314,.28586331
2408,Holmes Community College,10342.2,4826.7334,.19940814,.29358816
2409,Itawamba Community College,9504.6025,6189.1724,.1586502,.26231596
2411,Jones County Junior College,9390.2314,4869.8828,.18869691,.28580955
2413,Meridian Community College,10045.498,5422.9282,.19546913,.28818747
2416,Mississippi Delta Community College,11974.591,6246.8872,.24928012,.31713483
2417,Mississippi Gulf Coast Community College,9170.2432,4374.8765,.17981601,.26185006
2426,Northeast Mississippi Community College,10947.891,6094.4121,.19627224,.29779932
2427,Northwest Mississippi Community College,7498.6904,2925.0889,.17416731,.24761622
2436,Southwest Mississippi Community College,10407.593,5706.6895,.20060049,.30011147
2459,Crowder College,9274.9736,6287.0205,.16221721,.26351082
2468,Jefferson College,7394.6348,4225.6182,.14350826,.23782057
2471,Saint Louis Community College,9343.9258,5498.4868,.15814827,.26381764
2484,Metropolitan Community College-Kansas City,8213.2432,4279.2588,.154156,.22997369
2486,Mineral Area College,9037.1143,5069.9395,.1819063,.25548986
2491,Moberly Area Community College,9388.29,6059.7603,.16385035,.28183135
2514,North Central Missouri College,10472.914,6890.9097,.18268301,.27485386
2530,Montana State University-Billings,11213.665,7979.3369,.16147022,.32840219
2531,Montana Tech of the University of Montana,20593.076,17338.908,.17998718,.36749753
2581,NHTI-Concord's Community College,10642.455,6687.7422,.15623692,.27314004
2582,Manchester Community College,8765.8232,5656.5044,.13616115,.23235436
2583,Great Bay Community College,11247,7071.5776,.17310332,.29672977
2596,Atlantic Cape Community College,6246.8652,1032.147,.16607176,.21839203
2601,Cumberland County College,9324.3887,4141.5864,.17813015,.2775937
2615,Middlesex County College,10220.05,4153.7979,.17521602,.27111915
2624,Ocean County College,8189.2383,3210.6172,.15812753,.25600788
2643,Union County College,10158.101,3833.2786,.18470092,.25613204
2651,Eastern New Mexico University-Main Campus,9163.4766,4340.7349,.17256574,.28062281
2657,New Mexico State University-Main Campus,12721.499,7450.9839,.19180201,.34065509
2663,University of New Mexico-Main Campus,13079.876,8631.8438,.17595255,.31284812
2678,Bryant & Stratton College-Buffalo,6630.4414,1938.6824,.16942912,.23161961
2691,CUNY Borough of Manhattan Community College,12794.145,7000.5679,.18957388,.35392123
2692,CUNY Bronx Community College,12211.881,6289.6831,.19367328,.32866025
2694,CUNY Kingsborough Community College,12264.078,7062.1621,.17603746,.3239398
2697,CUNY Queensborough Community College,12710.12,7367.5586,.18542258,.3448348
2860,Adirondack Community College,9073.8574,5069.6719,.1642942,.26302406
2861,Cayuga County Community College,9097.335,5854.4805,.15325186,.26078513
2862,SUNY Broome Community College,10378.94,7103.7646,.16171736,.30509028
2863,Corning Community College,10070.841,6187.8428,.17891443,.26912943
2864,Dutchess Community College,10076.4,4553.9639,.1811868,.28646436
2867,Fulton-Montgomery Community College,11263.434,6170.7056,.19921944,.29772177
2868,Hudson Valley Community College,12340.414,8435.1064,.16321555,.32149041
2869,Jamestown Community College,9768.7871,5564.1157,.18130386,.27648205
2870,Jefferson Community College,8310.1963,4645.8643,.15702859,.23610573
2871,Mohawk Valley Community College,9084.4561,5596.856,.15902714,.28198656
2872,Monroe Community College,9999.7666,5856.3208,.16780511,.28598675
2873,Nassau Community College,12321.432,6447.0854,.18002833,.31145692
2874,Niagara County Community College,10049.39,6418.8892,.16293226,.29797903
2875,Onondaga Community College,10396.902,7163.9253,.1557433,.30438998
2876,Orange County Community College,11358.582,5442.8984,.19001964,.29618612
2877,Rockland Community College,12882.257,6621.5781,.19204308,.30628043
2878,Suffolk County Community College,10048.996,4644.4302,.17168164,.29033858
2879,Sullivan County Community College,7508.8896,2185.6555,.17695554,.29188427
2880,Ulster County Community College,8243.0605,3793.1829,.16438918,.28612709
2881,SUNY Westchester Community College,13314.271,7037.8154,.19308949,.30876443
2915,Central Piedmont Community College,8306.5703,4218.9307,.15508246,.21598378
2917,College of the Albemarle,6986.3506,3611.4521,.16549516,.19626053
2919,Davidson County Community College,7301.8735,3614.864,.16046359,.17587477
2934,Isothermal Community College,7606.1035,3974.5596,.15902123,.18271676
2937,King's College,4103.9541,-855.58435,.16478713,.24275008
2940,Lenoir Community College,7744.2236,3744.4526,.16809292,.21750692
2947,Mitchell Community College,6964.958,3405.1465,.15249155,.17671841
2958,Rockingham Community College,7842.2178,4249.7144,.16136651,.20069484
2961,Sandhills Community College,8879.1035,4152.9966,.19219673,.22794102
2964,Southeastern Community College,8306.6143,3558.2065,.18109591,.22432546
2970,Surry Community College,8326.1787,4455.0234,.1641386,.21900798
2973,Gaston College,6660.0215,3014.9785,.14148563,.18136878
2980,Wayne Community College,8422.3359,4438.5581,.16164289,.23170273
2982,Western Piedmont Community College,7289.3613,4419.4023,.13916494,.1967046
2983,Wilkes Community College,8587.6328,5022.1997,.16902845,.22197227
2988,Bismarck State College,14955.822,11485.568,.16743644,.37559301
3018,Bowling Green State University-Main Campus,14148.721,9647.8262,.17097105,.32510284
3040,Cuyahoga Community College District,8864.8916,5809.6899,.14181753,.25549784
3051,Kent State University at Kent,11958.613,8768.876,.15722124,.30029407
3068,Lorain County Community College,9659.8477,6330.4385,.15371929,.24885932
3076,Miami-Jacobs Career College-Dayton,5847.6445,1299.5989,.14797257,.16036178
3090,Ohio State University-Main Campus,17986.955,13553.343,.16216622,.35529593
3119,Sinclair Community College,7631.3467,4850.0063,.1355498,.22549899
3123,University of Akron Main Campus,12069.062,8945.748,.15623444,.3075482
3153,Connors State College,9775.2832,5766.8906,.17780006,.27498263
3155,Eastern Oklahoma State College,11271.796,6367.9268,.20025173,.29690573
3156,Redlands Community College,11039.631,6835.3452,.18093221,.25839958
3158,Murray State College,9734.373,6183.6001,.1669642,.25571522
3162,Northern Oklahoma College,10884.661,6889.5996,.18345833,.28827402
3172,Oklahoma State University Institute of Technology,10026.182,6828.3325,.15749498,.2775211
3176,Carl Albert State College,9554.0107,4991.1411,.18463853,.25144014
3178,Seminole State College,9804.0654,5675.2764,.18298976,.24368486
3186,Blue Mountain Community College,11644.65,8114.5806,.18103568,.29407263
3188,Central Oregon Community College,10577.572,6678.3193,.18186863,.27362627
3189,Clatsop Community College,7363.709,4325.6533,.15554172,.24666037
3196,Lane Community College,7627.5381,4686.3701,.15006538,.28119868
3204,Mt Hood Community College,8381.8867,5230.6812,.13922332,.26634219
3213,Portland Community College,9092.9521,6196.7441,.14224041,.26238737
3218,Chemeketa Community College,9497.0488,6222.8462,.1529883,.26938272
3222,Umpqua Community College,11023.614,6830.4429,.18367958,.27861646
3231,Community College of Allegheny County,10338.743,5895.0396,.17909463,.28389868
3239,Bucks County Community College,10161.707,5454.041,.16300835,.26001629
3240,Butler County Community College,8993.7998,4717.9927,.17084295,.25797692
3249,Community College of Philadelphia,9090.3535,4601.7964,.15351281,.27578485
3273,Harrisburg Area Community College,7420.9473,3960.1553,.13646872,.21996512
3283,Lackawanna College,7742.2183,2334.5923,.17276405,.22050032
3408,Community College of Rhode Island,8409.7549,4237.7642,.15627675,.22442229
3539,Alvin Community College,11144.716,5959.0078,.17193057,.2645435
3540,Amarillo College,10558.713,5596.8545,.1716539,.26275113
3546,Coastal Bend College,10467.097,4202.6138,.21051396,.2782037
3549,Blinn College,11044.633,6332.4341,.16701761,.2898176
3553,Cisco College,11226.843,5446.4692,.2156608,.28366664
3558,North Central Texas College,9210.3203,5310.1035,.15978928,.24839807
3561,Cedar Valley College,8748.376,4213.9775,.17648104,.28492039
3563,Del Mar College,11102.148,3643.3318,.22053425,.29940134
3568,Frank Phillips College,9052.4189,5066.729,.17255177,.23400365
3570,Grayson College,9836.2646,7058.9038,.15230702,.24653649
3572,Trinity Valley Community College,11066.891,6386.5571,.1940247,.27979195
3573,Hill College,9852.8008,5500.2632,.17740388,.26397187
3574,Howard College,9222.8438,3848.6309,.18162461,.27010161
3579,Jacksonville College-Main Campus,6800.2275,1494.4382,.18291177,.2239451
3580,Kilgore College,8782.2031,3876.5039,.16886015,.24340774
3582,Laredo Community College,8397.2842,2386.4753,.19281833,.2733244
3583,Lee College,10977.32,5601.5601,.17209403,.23627749
3590,McLennan Community College,10593.19,5477.6094,.18896453,.30745304
3593,Navarro College,7701.1626,3521.2898,.16001756,.26846811
3596,Odessa College,9548.5674,2832.1772,.18400145,.26311564
3600,Panola College,10407.377,5945.6235,.17951909,.26482034
3601,Paris Junior College,9975.5391,5773.5977,.17551042,.24667996
3603,Ranger College,9613.4121,2803.4966,.22430475,.27756593
3608,St Philip's College,7786.0469,2774.6143,.16920029,.23940161
3609,San Jacinto Community College,11770.647,6116.5791,.17560366,.28840125
3611,South Plains College,9860.9258,3636.769,.19760279,.28562248
3614,Southwest Texas Junior College,9874.8604,3832.2964,.20245592,.27045777
3626,Tarrant County College District,9540.876,4766.8828,.15942219,.25170878
3627,Temple College,10439.009,4948.2153,.19868009,.27970284
3634,Texas State Technical College,9292.4219,5795.4375,.1561379,.26815844
3648,Tyler Junior College,11508.68,5846.3521,.20724985,.31523374
3662,Victoria College,13368.472,8709.3887,.18251626,.30885398
3664,Weatherford College,7112.5166,2235.1162,.16603921,.20982961
3668,Wharton County Junior College,11625.691,5689.4468,.18643311,.28554007
3674,Stevens-Henager College,3318.0244,-54.902359,.12754415,.16632886
3679,Snow College,5938.2368,3959.1702,.1201574,.25145367
3712,Tidewater Community College,7143.4707,2958.123,.14728369,.21542938
3726,American National University,3748.1589,-.073553264,.13296679,.13499342
3727,Northern Virginia Community College,10095.525,6068.7051,.13713661,.24776818
3748,Eastern Shore Community College,6965.3867,3027.7708,.16808255,.2000964
3751,Patrick Henry Community College,8735.5225,5035.3872,.16893193,.21834365
3758,Danville Community College,8785.0957,4622.6348,.16258511,.21763778
3759,J Sargeant Reynolds Community College,8675.8555,4329.4927,.16108158,.23509791
3760,Virginia Western Community College,9158.7393,5852.4272,.15172319,.25539505
3761,Wytheville Community College,11765.766,6102.4316,.22764653,.26612675
3769,Bellevue College,11593.95,8599.5625,.13974893,.26941994
3770,Big Bend Community College,10311.555,7108.0049,.1548897,.26654869
3772,Centralia College,9828.2695,5681.4893,.16821186,.27111578
3773,Clark College,8956.4092,6221.6899,.13146274,.26505658
3774,Columbia Basin College,11624.834,8341.8398,.16645561,.29546645
3776,Everett Community College,7117.3184,4018.5029,.13306679,.23051903
3779,Grays Harbor College,8127.1396,4298.1484,.16161695,.2575632
3780,Green River College,8120.375,4559.9248,.14224252,.24677131
3781,Highline College,9023.1709,5222.3706,.14483593,.26207632
3782,Lower Columbia College,9560.1494,6560.002,.15102947,.27484745
3784,Olympic College,8028.1191,5382.1968,.13030456,.25007477
3786,Peninsula College,7867.7295,4721.2559,.14420468,.24337482
3787,Seattle Central College,5619.5508,3013.8472,.1170512,.2389816
3791,Shoreline Community College,10519.763,6962.7295,.14900257,.28354484
3792,Skagit Valley College,4958.5894,1023.3878,.13687626,.19572698
3793,Spokane Community College,9576.6074,6328.02,.15683493,.27917728
3796,Tacoma Community College,7429.707,4677.312,.13147576,.25736272
3801,Wenatchee Valley College,9990.4219,7177.9116,.14464882,.28000081
3805,Yakima Valley College,10687.713,6768.9019,.16873731,.29848814
3816,Southern West Virginia Community and Technical College,8931.9346,3861.4377,.19424473,.24338819
3840,Western Technical College,9498.5264,6868.3389,.13986783,.2595855
3866,Milwaukee Area Technical College,6752.0449,3708.7979,.13265361,.23484777
3928,Casper College,10334.975,7257.3994,.14828306,.29660451
3961,William Rainey Harper College,10378.352,5391.8237,.16445598,.27233088
3990,Florence-Darlington Technical College,9705.21,5192.687,.18549095,.26244897
3991,Greenville Technical College,8802.7246,5219.5479,.15403476,.25070882
3992,Piedmont Technical College,8010.3394,4292.6035,.15808031,.22140446
3993,Midlands Technical College,8432.2217,4198.0015,.17086369,.26423949
3994,Spartanburg Community College,8901.0547,5072.7153,.16418569,.22551483
3995,Central Carolina Technical College,7492.0264,3308.5117,.16517484,.20369536
3996,York Technical College,7816.4531,3432.5342,.16485178,.21312052
