opeid6,name,VA_earnings,VA_condearnings,VA_emp,VA_gainfulemp
7142,Lyle's College of  Beauty,-245.76247,-6018.4531,.13117166,.033410255
7148,Marinello School of Beauty,-971.66125,-6259.2676,.12550467,-.0019197443
7170,Lincoln Land Community College,9279.7949,5542.0049,.15894273,.25814846
7171,Kirtland Community College,9804.2813,6169.6069,.17717789,.27130312
7187,North Adrian's College of Beauty Inc,-435.30383,-5509.166,.11929972,.025641244
7190,Wyotech-Fremont,2599.1946,-1965.7825,.13505597,.15712231
7191,Northampton County Area Community College,8447.5195,5025.6865,.14726888,.24482499
7203,Salon Success Academy-Upland,-1012.8293,-5525.418,.10697582,.019552372
7204,Modern Beauty Academy,-1082.7339,-6688.1953,.12476255,.014853341
7205,Marinello School of Beauty,-971.66125,-6259.2676,.12550467,-.0019197443
7209,Redondo Beach Beauty College,-1003.3673,-5527.5942,.10694788,.019700656
7210,Marinello School of Beauty,-971.66125,-6259.2676,.12550467,-.0019197443
7219,Marinello School of Beauty,-971.66125,-6259.2676,.12550467,-.0019197443
7226,Marinello School of Beauty,-971.66125,-6259.2676,.12550467,-.0019197443
7229,Western Beauty Institute,-217.40146,-6106.9048,.11869641,.015056147
7234,Heald College-San Francisco,5486.5732,-595.82611,.15845574,.22716549
7253,Federico Beauty Institute,-422.58398,-5209.2275,.11921699,.070534557
7258,Marinello School of Beauty,-971.66125,-6259.2676,.12550467,-.0019197443
7260,Southwest Virginia Community College,8912.6563,5841.8677,.16189371,.24140207
7265,Carl Sandburg College,9250.7783,5486.7041,.16236834,.24413081
7266,Pima Community College,9727.2539,5486.9272,.17279501,.29476708
7275,Eastern Gateway Community College,8857.4961,4682.542,.17065123,.22802177
7283,Central Arizona College,6309.5669,720.83685,.16376027,.20066535
7287,Brazosport College,9789.9609,4913.4702,.16395371,.23718983
7289,Central Wyoming College,5286.7129,2305.2322,.13954176,.22483924
7300,Eli Whitney Technical High School,10702.08,6375.542,.17591603,.27096003
7303,Lincoln Technical Institute-New Britain,6654.4868,1348.676,.14934075,.18564019
7305,Porter and Chester Institute of Branford,5741.4766,1541.043,.14365342,.18828452
7316,Western Iowa Tech Community College,7276.7944,5339.5493,.11157983,.21379134
7327,ITT Technical Institute-Newburgh,7563.2378,2958.7561,.15532333,.22846887
7329,ITT Educational Services Inc-System Office,8978.1729,4220.3555,.15754203,.23091321
7350,Anoka Technical College,9378.7432,6679.0254,.14046025,.25264993
7362,MedTech College,7572.2729,2156.324,.17164095,.23777272
7372,Austin's School of Spa Technology,-958.62091,-4996.3027,.10444477,.046090774
7375,Island Drafting and Technical Institute,5148.5708,896.25299,.13703421,.18557896
7387,Long Island Beauty School-Hauppauge,-2857.7795,-7701.5376,.10897396,.052304529
7388,Long Island Beauty School-Hempstead,683.8902,-4730.6763,.12842245,.054436538
7391,Beauty School of Middletown,-1917.9772,-6628.7368,.11189365,.046372436
7398,Katharine Gibbs School,9771.9912,3183.7542,.17727721,.30096307
7401,Mandl School-The College of Allied Health,8812.1768,3447.4995,.17736363,.29125187
7405,Wood Tobe-Coburn School,5802.7153,-165.81912,.15852395,.26343811
7436,Brightwood Career Institute-Pittsburgh,5392.7773,763.03784,.17230122,.22529528
7437,Pittsburgh Technical College,8418.9873,3660.9888,.16566966,.23614344
7473,Choffin Career  and Technical Center,10414.332,6661.8525,.16571602,.25574654
7476,Marinello Schools of Beauty-Los Angeles,-509.27255,-6893.0244,.1380022,.040472247
7477,Heald College-Rancho Cordova,4937.0605,46.911182,.15157883,.22355548
7481,Sanford-Brown College-Boston,5066.3809,1097.6573,.13845627,.2311447
7488,Kaplan Career Institute-Charlestown,2051.5508,-1793.7593,.13123906,.15942943
7491,Brightwood College-Baltimore,4821.79,680.021,.14035553,.20232673
7501,Vatterott College-Spring Valley,2710.1897,-561.99683,.12370192,.14829582
7507,Gibbs College,4848.0586,-1339.5508,.15235426,.16588233
7518,Apex Technical School,2109.0625,100.22349,.089211695,.16545144
7522,Continental School of Beauty Culture-Rochester,1312.9387,-3437.9258,.13228901,.056900412
7525,RIVEROAK Technical College,7330.8228,3160.8845,.16374505,.21095204
7526,Florida Panhandle Technical College,7652.979,3543.6272,.17039493,.20969176
7532,Finger Lakes Community College,8344.918,4676.666,.16148514,.27043432
7536,Cosumnes River College,7287.1719,3264.304,.14861158,.24818143
7548,Westwood College-Denver North,3513.6729,9.5628796,.11702363,.182208
7549,Coyne College,5999.8013,2104.2373,.14293776,.20485616
7555,Lakes Region Community College,8426.5791,4554.5063,.1576245,.23156074
7557,ITT Technical Institute-Earth City,6202.4761,1809.9468,.14479996,.21353325
7558,Fort Myers Technical College,8964.9932,5438.6167,.15081042,.23812357
7560,River Valley Community College,9529.9902,5593.2388,.17358708,.25269905
7570,Helena College University of Montana,11166.187,8223.8877,.16265979,.31420928
7573,Empire Beauty School-Queens,-1277.2102,-6551.8462,.11003487,.03983001
7578,Huntington School of Beauty Culture-Main Campus,356.64798,-4689.2998,.13571379,.027142845
7582,Aims Community College,6564.6494,2768.6101,.14470889,.22659463
7586,Remington College-Tampa Campus,1782.7072,-3152.7463,.13972224,.15938817
7593,Parisian Beauty School,-1497.6532,-6825.4746,.1129269,.033957727
7598,Hocking College,10174.18,5602.106,.18002276,.27840129
7602,Northeastern Technical College,7749.7646,3935.7454,.16963348,.19386494
7606,Everest College-LA Wilshire,4780.957,-465.74454,.15856007,.22550464
7607,Concorde Career College-North Hollywood,12359.513,6093.5737,.19064935,.30179039
7611,E Q School of Hair Design,1239.0979,-2748.6985,.11008345,.084712371
7617,Carnegie Institute,8212.7236,3619.9883,.16108523,.22248971
7635,Capital Community College,11622.972,6087.5391,.17147557,.27026239
7640,Fayetteville Technical Community College,7671.8677,3213.4819,.16378444,.21731301
7644,Lake Land College,9275.8477,4424.3687,.18095843,.25073126
7656,American College of Hairstyling-Cedar Rapids,81.731705,-4196.082,.10835257,.071289077
7658,American College of Hairstyling-Des Moines,261.03986,-3925.7959,.10732482,.077120654
7669,Southwest Wisconsin Technical College,9192.2158,6728.3013,.13706976,.23501243
7684,Kishwaukee College,7399.1074,2866.0635,.16247892,.24844965
7686,Southern University at Shreveport,9535.8984,5564.6411,.19261609,.27898902
7687,James Sprunt Community College,8467.9688,4090.1719,.17784519,.20249864
7690,Kankakee Community College,10103.775,5034.9819,.18109353,.24529938
7691,McHenry County College,6509.3481,2327.0076,.14864314,.23134847
7692,Moraine Valley Community College,8728.3779,4414.2075,.15132853,.252451
7693,Shawnee Community College,9053.8164,4595.8672,.18856658,.2393969
7694,College of Lake County,7676.5386,2805.0762,.15614194,.22535482
7707,Columbia College,6914.6704,2047.3624,.15681052,.22529155
7713,Skyline College,11230.948,6232.0215,.165536,.28841764
7729,County College of Morris,9308.1221,3508.4534,.17157605,.26569802
7730,Rowan College at Burlington County,8771.7822,3655.5405,.16692244,.26482496
7731,Raritan Valley Community College,10380.511,4484.416,.17119618,.26953116
7738,Southern Arkansas University Tech,8492.4434,5530.1484,.15050048,.23289992
7759,Lincoln Technical Institute-Allentown,6902.0269,2789.1895,.15137595,.21423666
7777,Remington College-Cleveland Campus,3941.5698,-656.43884,.14807975,.16302082
7779,Lansdale School of Business,3706.1428,-1123.5273,.14454471,.19247364
7781,Brightwood Career Institute-Broomall,4478.4614,-575.25781,.15587184,.19090845
7782,Tennessee College of Applied Technology-Dickson,7029.6792,4215.418,.14634691,.19558382
7804,Star Career Academy-New York,2743.7502,-2061.3005,.14026558,.14461361
7814,Brookstone College-Charlotte,4233.002,-556.71454,.14774643,.16401526
7832,Lincoln Technical Institute-Philadelphia,2038.8696,-1602.1243,.12350657,.16968542
7839,Triangle Tech Inc-Pittsburgh,7928.438,3792.5,.1533206,.20494162
7844,Sanford-Brown Institute-Cranston,4655.2676,-15.748995,.14986672,.20227616
7870,Hillsborough Community College,7991.5317,3769.4512,.15061031,.27425653
7871,George C Wallace State Community College-Hanceville,9877.3867,6220.9331,.1687613,.25589362
7892,Sampson Community College,8425.6953,4698.1255,.17366096,.21789505
7900,Butte Academy of Beauty Culture,1738.8545,-2824.8853,.12617525,.062501803
7911,Virgil's Beauty College,-984.44324,-5531.9458,.10758384,.019997222
7921,Paul Mitchell the School-Arkansas,-559.16119,-5026.5869,.1049457,.06018506
7930,Concorde Career College-San Diego,3479.4009,-1774.6202,.15923147,.20043825
7933,Front Range Community College,6900.8721,4280.6084,.12192427,.23004562
7936,Lincoln College of Technology-Columbia,2353.666,-1712.5254,.1192677,.16116866
7937,Ms Robert's Academy of Beauty Culture-Villa Park,-1532.7856,-6192.5283,.10912134,.03382561
7938,Lincoln College of Technology-Indianapolis,4773.646,414.25101,.14704646,.19491139
7941,The Salon Professional Academy,2073.2009,-2177.7759,.12192556,.073669404
7950,West Shore Community College,9239.6182,5868.7358,.16935878,.23003666
7954,Normandale Community College,11056.374,7940.0522,.14127497,.26716834
7985,South Piedmont Community College,6570.7754,2983.7053,.14868763,.18041053
7986,Halifax Community College,7836.3662,2906.5029,.1756843,.20116952
7987,Bladen Community College,7439.6108,3387.3984,.16849907,.195683
7988,Martin Community College,6178.98,2683.2585,.15566704,.1713236
8037,Gateway Community College,8388.3848,3638.3257,.15846382,.23449108
8038,Middlesex Community College,7375.1479,3620.6724,.13921426,.23142518
8071,Concorde Career College-Garden Grove,10528.899,4400.7495,.18611722,.28484994
8073,Butte College,12049.781,7636.7856,.18114285,.32369366
8076,John A Logan College,9330.7842,4934.6113,.18304422,.25426531
8078,Springfield Technical Community College,8091.9175,4451.3926,.14875859,.24656691
8080,State Fair Community College,9547.6445,6096.8901,.16410877,.27049363
8081,Carteret Community College,5664.209,2407.4697,.14509648,.18833514
8082,Cleveland Community College,6335.9038,2785.3535,.1442897,.18394208
8083,Haywood Community College,7225.604,4569.5781,.14242619,.19817789
8085,McDowell Technical Community College,6838.4888,3777.905,.13901143,.1807759
8087,Montgomery Community College,7852.4229,3839.4666,.16748892,.20161772
8090,Everest College-Alhambra,3851.554,-1557.7733,.14758471,.20750511
8093,Heald College-Fresno,5441.0703,-329.88712,.17017785,.2348713
8116,Daytons School of Hair Design,2652.938,-1825.0577,.128572,.069757596
8133,Zane State College,7596.436,3978.3003,.15820852,.20764391
8146,Everest University-Pompano Beach,5790.7578,1537.4551,.14342242,.2224991
8175,Howard Community College,10365.896,5399.4688,.15780234,.2459622
8178,Empire Beauty School-Michigan,-1833.6752,-5372.3403,.10376241,.038542591
8189,Continental School of Beauty Culture-West Seneca,662.99139,-3955.2656,.12411246,.067604378
8217,Paul Mitchell the School-Green Bay,1089.6584,-2964.1399,.11303805,.058502894
8221,Universal Technical Institute of Arizona Inc,9087.8164,2247.3557,.16644047,.2313422
8244,Johnson County Community College,9763.4883,6528.1201,.14048333,.2798728
8260,Iowa School of Beauty-Des Moines,-359.52896,-3448.3801,.1051302,.068384826
8263,Award Beauty School,-1660.9274,-6366.1738,.10775363,.031541269
8267,Northwest Technical Institute,7563.0083,2583.1523,.15538973,.20342547
8278,Terra State Community College,7862.4722,4853.7485,.14445682,.23074517
8284,Mitchell Technical Institute,13752.869,10834.221,.1465871,.29783818
8303,GateWay Community College,8853.9697,4840.8511,.15270181,.25198779
8304,Scottsdale Community College,9853.7959,5367.4941,.16934371,.27194872
8308,Cecil College,7179.7451,3075.1355,.15617293,.20594846
8328,Alvareitas College of Cosmetology-Edwardsville,-487.42795,-4881.2046,.10552141,.059787765
8329,ITT Technical Institute-Fort Wayne,6968.4087,2637.2126,.14775091,.22496137
8332,Marinello Schools of Beauty-Manhattan,-852.46552,-4999.6416,.11171871,.052605886
8353,Lincoln College of Technology-Grand Prairie,2821.0151,-807.42877,.12297665,.16661763
8403,Indian Hills Community College,8861.832,6082.6274,.14322723,.2595489
8404,Brookdale Community College,8235.4668,3359.1631,.15730059,.25032109
8417,Stenotype Institute of Jacksonville Inc-Jacksonville,5607.311,892.18915,.15877585,.18809846
8423,Ivy Tech Community College-Northcentral,8223.2197,4696.0112,.15906647,.21689731
8424,La James International College-Ft Dodge,1544.4501,-2816.9944,.13246143,.11477409
8425,Daymar College-Paducah Main,6331.5308,2324.562,.14854741,.17749593
8441,Anthem Institute-Springfield,7885.9644,2490.5383,.15287828,.16883846
8443,ITT Technical Institute-Seattle,5632.0024,1635.9098,.13541,.1894068
8466,Southwestern Community College,8542.833,4714.8315,.17367099,.22505797
8492,CHI Health School of Radiologic Technology,7640.2661,2459.2534,.1803543,.23767929
8493,Continental Academie of Hair Design-Manchester,181.29178,-4338.5703,.10886098,.039042126
8494,Hohokus School of Trade and Technical Sciences,1873.2817,-2180.8613,.11361758,.088044301
8495,Jamestown Business College,5559.4663,1047.116,.16859119,.17493591
8498,Mims Classic Beauty College,-961.2774,-5542.2622,.10889603,.019249592
8501,Rasmussen College-Ocala,3680.6499,-269.03714,.13827053,.16976763
8503,Mountain View College,9947.6846,4920.2119,.18314864,.30402908
8504,Richland College,11434.048,7008.5669,.16284978,.28796166
8510,Eastfield College,9208.5254,4747.0571,.1589849,.27180618
8532,Heald College-Hayward,5607.728,864.13605,.15124476,.22326688
8537,Concorde Career College-San Bernardino,6245.7178,478.15109,.17506506,.24662556
8543,Atlanta Technical College,5977.249,2113.3984,.13991041,.19096291
8545,Rockford Career College,3822.9478,-263.56784,.13768141,.17228568
8547,Ivy Tech Community College-Wabash Valley,8416.5566,4648.5454,.16523482,.23185104
8557,Nash Community College,8500.0469,4505.8984,.15845266,.21609864
8558,Beaufort County Community College,7895.2222,4287.2534,.16407868,.19270879
8568,Vet Tech Institute,5502.3452,1237.7194,.17270966,.22585906
8575,The Salon Professional Academy-Williston,-1481.201,-5992.7021,.10728931,.034334805
8596,West Los Angeles College,9964.4033,4195.9629,.18037446,.26743102
8597,Feather River Community College District,8897.293,4183.6235,.17910464,.24046357
8611,CUNY Hostos Community College,11399.009,5193.126,.1938023,.2762284
8612,Robeson Community College,7644.4077,3358.5261,.1754882,.1817354
8613,Roanoke-Chowan Community College,8457.7012,3929.4629,.19475541,.2070071
8619,Tri County Technology Center,6398.7642,3878.009,.1181023,.20158561
8635,IBMC College,1487.5983,-2977.3018,.13877247,.12749285
8645,Empire Beauty School-Laconia,-2861.3418,-7418.1953,.11914394,.0039579649
8658,O'Briens Aveda Institute,359.84058,-4381.1377,.13361695,.082115196
8659,Lord Fairfax Community College,9562.7383,6024.0986,.15141335,.23816709
8660,Germanna Community College,8876.04,5995.9819,.13041663,.230165
8661,Southside Virginia Community College,10389.617,6735.8247,.18784872,.26361898
8677,Northwest State Community College,9028.7705,5247.5474,.15352273,.22073062
8682,Academy of Hair Design Inc,-4.4542661,-4472.5361,.11242319,.028453749
8694,Rasmussen College-Minnesota,5487.5762,1997.6119,.1329771,.1935309
8855,Edgecombe Community College,7838.2046,4074.6292,.16110367,.19505478
8862,East Central College,7436.6348,3972.2009,.15647224,.22208852
8864,Arizona Academy of Beauty-East,-626.62329,-5181.291,.10946758,.025875675
8865,Empire Beauty School-Tucson,-716.37366,-5213.9766,.1131639,.055108953
8871,Concorde Career College-Aurora,4647.5728,149.40329,.14953995,.19422495
8872,Renasci Academy of Hair Inc,949.46643,-3634.5017,.11967032,.051708385
8874,Marinello Schools of Beauty-Meriden,-2585.6121,-6905.4341,.098080538,.026364865
8880,Morrison Institute of Technology,7373.1826,2948.7185,.14191398,.18294831
8886,Portage Lakes Career Center,9076.54,5853.2363,.16002703,.2530376
8889,Lehigh Valley College,4190.2549,-867.3822,.14298858,.1681776
8896,Pikes Peak Community College,6281.6367,2721.0388,.13660617,.20503978
8903,College of the Canyons,11885.968,6272.52,.18040308,.27867109
8906,Macomb Community College,9601.4863,5672.0845,.16182223,.25479198
8918,Saddleback College,11604.487,6089.541,.17027003,.28738627
8939,Cannella School of Hair Design-Blue Island,141.67511,-5102.0205,.12398077,.020484455
8946,Port Huron Cosmetology College,-1139.4116,-5724.2759,.1147422,.01154733
8947,Dahls College of Beauty,-520.48999,-5068.7266,.1062832,.022952164
8955,The Salon Professional Academy-Altoona,-1100.9127,-5635.6064,.10765859,.02072525
8959,Clarksburg Beauty Academy and School of Massage Therapy,1577.5245,-2311.9131,.12531908,.069151945
8981,Marinello School of Beauty,1407.5901,-4234.418,.1537703,.059114009
8988,Lurleen B Wallace Community College,8664.3213,3000.0862,.19720031,.25707522
9010,Madisonville Community College,10117.049,5656.168,.1892581,.23890586
9025,Empire Beauty School-Matthews,-1107.2274,-5556.9902,.11409022,.041179538
9038,Mr Bernard's School of Hair Fashion Inc,770.29492,-3183.5183,.09855675,.044733062
9043,Elmira Business Institute,5446.7036,1199.1001,.15994225,.16973659
9047,Huntington Junior College,5235.231,795.55457,.16731712,.17498557
9054,West Virginia Northern Community College,9495.3193,5901.5947,.17981151,.25796896
9077,Utica School of Commerce,4674.9697,793.55646,.13966206,.14763562
9078,Capri Institute of Hair Design-Clifton,-1147.1343,-5651.6255,.10265146,.070757709
9079,Everest College-Portland,1963.8116,-1715.4846,.12613048,.17812043
9082,International Business College-El Paso,4229.2939,-1178.6331,.17218657,.15408666
9088,ITT Technical Institute-Dayton,4911.1704,881.1496,.1330625,.17387475
9104,Toni & Guy Hairdressing Academy-Jacksonville,657.62183,-3767.2483,.11652514,.050084099
9156,Wayne County Schools Career Center,7838.395,4773.8794,.15399405,.20081258
9159,Paul D Camp Community College,5772.0688,2448.408,.1428373,.18328874
9160,Rappahannock Community College,8626.5371,4786.4897,.16202061,.23844007
9163,San Antonio College,9149.9619,3992.3899,.16619523,.25901765
9183,East Central Technical College,9227.8008,5032.6382,.17085345,.2169566
9185,Rose State College,9441.4355,5668.8242,.16747011,.27436882
9186,Dean Institute of Technology,6708.5249,2622.0413,.14913848,.16710599
9194,Lakeshore Technical College,8172.248,4970.9121,.13681032,.2093278
9204,Kiamichi Technology Center-McAlester,7367.396,3894.645,.15493502,.19666104
9225,Texas State Technical College-Harlingen,8923.5586,2892.1086,.18579702,.24742304
9230,Wayne County Community College District,8764.8643,4065.1038,.17096311,.25141999
9231,Washington County Community College,8023.4009,4553.4888,.16340955,.22519825
9236,Nashua Community College,9636.3428,6429.2007,.14870219,.26546487
9248,Samaritan Hospital School of Nursing,8787.6699,3578.7703,.17085135,.23121639
9256,Moraine Park Technical College,10029.878,6906.1494,.14155969,.24849336
9267,Altierus Career College-Chesapeake,2123.5149,-1329.9235,.12833726,.14428855
9272,Crafton Hills College,8550.082,3352.0042,.16289222,.24617748
9277,Bristol Technical Education Center,6264.8066,2933.0938,.13571571,.15940435
9283,Midway Paris Beauty School,-382.42502,-5161.8125,.10874193,.038620461
9284,Brittany Beauty Academy,-1741.9302,-6550.4404,.11478624,.058877289
9313,Daymar College-Owensboro,4541.1099,239.24547,.15285099,.15333582
9314,Great Falls College Montana State University,9923.7344,7689.6909,.14755332,.30521879
9322,Williamsburg Technical College,8017.2822,4675.1416,.16654143,.21708858
9325,Abram Friedman Occupational Center,8837.9229,5132.3413,.14569438,.23760156
9336,Johnston Community College,7783.4067,3689.2014,.16025753,.20905714
9407,Lincoln College of New England-Southington,3721.334,-1730.9409,.12921225,.16225792
9412,Fortis College-Cuyahoga Falls,3579.385,-224.33711,.14270902,.15211646
9419,State College of Beauty Culture Inc,476.85855,-3825.9575,.11257498,.043494992
9430,Tri-County Community College,6305.7891,2893.0557,.1585691,.16516772
9433,Sherman Kendall Academy-Salt Lake City,394.67554,-3726.6401,.10907184,.072872251
9451,Brown Mackie College-Tucson,5711.8677,1119.2163,.15173127,.21544291
9459,Empire Beauty School-Maine,-943.59497,-4545.4238,.10298461,.05621672
9464,Tennessee College of Applied Technology-Pulaski,9771.5635,6790.6885,.1658597,.22791161
9466,Brightwood College-San Antonio-San Pedro,4907.0854,-991.224,.17936851,.18464012
9479,St Paul's School of Nursing-Staten Island,8493.7432,3427.6509,.18043965,.24385196
9509,Charles A Jones Career and Education Center,5009.5732,825.97375,.14181125,.19758561
9515,J Michael Harrold Beauty Academy,-177.1963,-5035.6299,.12226723,.031483818
9520,National Academy of Beauty Arts-St Louis,-1942.4673,-5585.1064,.10040459,.01864727
9523,La'James International College,-1488.7009,-5512.7432,.10119942,.041210972
9530,Gerbers Akron Beauty School,-1623.3147,-6004.5366,.097900026,.028295133
9531,The Spa School,303.00952,-3787.8545,.11071779,.065828077
9535,Staunton School of Cosmetology,75.3162,-4756.3896,.11979963,.036560021
9537,Virginia School of Hair Design,-766.92578,-5002.6099,.1038815,.016851801
9542,Community College of Denver,5386.084,2748.5027,.11321671,.22587854
9544,Spokane Falls Community College,7922.0181,4868.9111,.14064065,.25908509
9549,Western Texas College,11271.004,5802.3818,.19172868,.26909384
9567,Tennessee School of Beauty of Knoxville Inc,227.4595,-4492.8491,.12295821,.03902895
9581,Springfield College of Beauty,-1234.2888,-5558.3867,.10591808,.022440534
9590,Independence College of Cosmetology,-1977.3635,-5959.0767,.10350227,.01170342
9593,La James International College-Iowa City,1360.0481,-2339.8806,.12429652,.12213622
9595,Cannella School of Hair Design-Chicago,100.29156,-5213.8438,.12156872,.013021965
9600,Cosmetology Careers Unlimited College of Hair Skin and Nails,-1503.9742,-5949.8398,.10398196,.036817379
9607,House of Heavilin Beauty College-Kansas City,-1676.5098,-6526.9727,.11508085,.024387218
9612,Apex Academy of Hair Design Inc,76.601135,-4453.4014,.11706442,.039641127
9613,Merrillville Beauty College,676.28943,-4985.959,.13074979,.029204248
9617,Capitol School of Hairstyling and Esthetics,126.18311,-3891.8916,.10588309,.051220395
9618,Tulsa Welding School-Tulsa,5583.1079,2170.7908,.13036032,.15890758
9621,Herzing University-Madison,9790.7139,5842.2036,.15060988,.23869216
9629,Mountain Empire Community College,7685.147,2923.7451,.18064459,.23226759
9646,Piedmont Community College,6097.2788,2865.6445,.13113812,.18622902
9647,Oklahoma State University-Oklahoma City,10345.791,7111.5947,.14827144,.27677476
9660,Tiffin Academy of Hair Design,363.20679,-3789.8682,.11182354,.042390954
9664,Empire Beauty  School-Lehigh Valley,-1718.7666,-5292.9009,.097325765,.051747106
9665,Empire Beauty School-Harrisburg,-1766.5143,-6014.7598,.1087054,.031934906
9666,Empire Beauty School-Reading,-834.86255,-5249.5332,.11675221,.046024758
9673,Rudae's School of Beauty Culture-Ft Wayne,-4617.2974,-9781.8213,.11477564,.020158596
9684,Blue Ridge Community College,8131.5508,5018.8799,.15094483,.21004741
9704,North Seattle College,9916.7832,7650.4478,.13135991,.27476144
9706,South Seattle College,8817.8662,4647.4883,.14916091,.24850386
9708,Eves College of Hairstyling,-85.918045,-4624.793,.11923628,.023166351
9710,Tennessee College of Applied Technology-Oneida-Huntsville,8355.2139,5108.8311,.17148946,.21751598
9722,Empire Beauty School-St Paul,-613.5307,-4953.8857,.11491921,.050664473
9732,Virginia Farrell Beauty School-St Clair Shores,-1053.3228,-5684.0742,.11557043,.032899294
9734,Virginia Farrell Beauty School-Ferndale,-1389.0704,-6638.374,.12043298,.020222154
9740,Inver Hills Community College,11017.724,7411.8877,.14764947,.25962505
9744,Fox Valley Technical College,9220.7891,6215.4849,.13542539,.23851733
9748,Carrington College-Sacramento,6001.5986,1473.5822,.15485317,.25250685
9763,Tulsa Community College,8769.9834,5462.353,.14023519,.25466552
9764,Tunxis Community College,9078.0713,4573.6001,.15005253,.2365533
9765,Three Rivers Community College,7772.7534,3438.9194,.1473033,.19303265
9767,City Colleges of Chicago-Olive-Harvey College,9201.0156,3500.3542,.19971451,.24398509
9777,Kaplan College-Indianapolis,5288.1318,1287.0906,.15724848,.20612276
9783,Empire Beauty School-NE Philadelphia,-1810.9628,-6077.5566,.10279207,.043775637
9786,Lincoln Trail College,12023.661,7948.7095,.19298387,.28560576
9795,Missouri College,4413.0928,537.56903,.15107144,.1775872
9797,Midland College,13657.983,7632.8115,.19611388,.2954821
9822,Albert I Prince Technical High School,10501.021,6159.7734,.17745055,.26526317
9826,Kennebec Valley Community College,11937.323,8276.9717,.17669834,.24944806
9828,Altierus Career Education-Southfield,4685.6973,-595.54108,.16364534,.20653027
9831,Model College of Hair Design,-1516.0026,-5907.5264,.11231208,.016674424
9837,ITT Technical Institute-Youngstown,6232.7612,2146.1848,.14100866,.19298726
9870,Empire Beauty School-Bloomington,-854.98828,-5054.7632,.11268974,.050008677
9873,Aveda Institute-Twin Falls,489.35934,-3765.5508,.10813468,.052229881
9877,Henris School of Hair Design,-1593.033,-6202.1094,.10610832,.030260194
9896,Oakton Community College,12189.674,7596.7124,.16074705,.28629124
9898,Avery James School of Cosmetology,130.12672,-4250.2241,.11877573,.038475666
9899,Lowell Academy Hairstyling Institute,-1735.1162,-6079.2495,.10630362,.020303268
9902,Sheridan Technical College,9251.8311,5684.9492,.1385816,.25219306
9903,Vance-Granville Community College,6246.4243,2105.8879,.15295492,.18524121
9910,Technical College of the Lowcountry,7135.7373,3485.5911,.15337706,.20604642
9917,Ivy Tech Community College,8473.8662,4212.3369,.16360313,.23380007
9923,Ivy Tech Community College-Southeast,7831.8623,4411.8955,.15952545,.19781204
9924,Ivy Tech Community College-East Central,8563.2471,5261.311,.16496129,.23181246
9925,Ivy Tech Community College-Southwest,7390.4761,4048.5007,.15596448,.21088654
9926,Ivy Tech Community College-Northeast,6783.6777,3481.5735,.15511093,.18636663
9928,Piedmont Virginia Community College,8394.5986,4823.8921,.14708033,.23592892
9932,Texas State Technical College-West Texas,10268.094,4966.96,.19231777,.26445249
9936,Middlesex Community College,8796.3896,4447.3853,.15403925,.25580052
9941,Belmont College,10382.953,5844.1812,.18373975,.25118926
9962,Luna Community College,9674.3193,5758.6753,.1749991,.29048064
9963,Caddo Kiowa Technology Center,3433.9426,1159.1578,.10386664,.16111544
9965,Canadian Valley Technology Center,6303.7949,3525.2747,.1262341,.20559578
9968,Gordon Cooper Technology Center,8219.1738,5267.9014,.13369325,.24073149
9975,Northwest Louisiana Technical College,7829.3555,4540.9844,.15409628,.21600409
9976,College of the Ouachitas,7984.1816,4489.9502,.16768877,.20783301
9981,Morgan Community College,9413.1865,6040.7515,.15848945,.22779751
9994,Passaic County Community College,6664.3687,464.25891,.17379875,.20888838
10006,Greater Johnstown Career and Technology Center,6859.0786,2108.0364,.1624237,.1973469
10020,Lewis and Clark Community College,7807.3149,4989.7422,.1378189,.23679647
10027,James A Rhodes State College,8926.5869,6485.2676,.12708719,.23969348
10037,Ivy Tech Community College-Richmond,8421.3418,5312.7051,.15238424,.21767341
10038,Ivy Tech Community College-Columbus,8328.1475,4690.9653,.16051222,.21544191
10039,Ivy Tech Community College-Lafayette,8180.3076,5170.4976,.15229979,.22686085
10040,Ivy Tech Community College-Northwest,8160.8398,2890.0007,.18140291,.20992614
10041,Ivy Tech Community College-Kokomo,7924.1089,5342.3223,.14357221,.2137095
10051,CUNY LaGuardia Community College,10989.778,4946.3022,.17952667,.31240863
10052,Jefferson Lewis BOCES-Practical Nursing Program,11009.221,7308.0532,.18103483,.28577524
10053,Indian Capital Technology Center-Muskogee,7984.3975,5183.1807,.14833853,.22745526
10055,Crawford County Career and Technical Center Practical Nursing Program,10888.682,6904.2803,.17309937,.27550897
10056,Aiken Technical College,9391.8418,5065.2285,.18451889,.23488615
10057,American Commercial College-Abilene,2933.6111,-1988.7535,.159315,.11068642
10059,American Commercial College-Odessa,3674.3489,-1535.0143,.16454747,.16271386
10060,Vernon College,9516.5557,4736.6763,.18106392,.24134442
10111,Cerro Coso Community College,6584.7729,1413.0996,.15398929,.23176484
10122,Phagans Medford Beauty School,-1187.7914,-5120.1685,.10099778,.032566614
10147,Western Suffolk BOCES,13121.125,7561.1265,.17159717,.2650668
10161,Loraines Academy & Spa,1242.1432,-3894.8359,.14275312,.083934776
10168,Nationwide Beauty Academy,169.01079,-4184.6553,.11356667,.068008862
10170,Western Dakota Technical Institute,9672.4619,7750.4146,.14027689,.30075094
